TITLE,RATING,RUNTIME,IMDB_RATING,GENRE,RELEASE_YEAR,DESCRIPTION,DIRECTOR,STARS,VOTES,TYPE
A Christmas Carol,Passed,69.0,7.5,"Drama, Family, Fantasy",1938.0,An elderly miser learns the error of his ways on Christmas Eve.,Edwin L. Marin,"Reginald Owen, Gene Lockhart, Kathleen Lockhart, Terry Kilburn, ","8,494",Movie
A Merry Friggin' Christmas,PG-13,88.0,5.1,"Comedy, Drama",2014.0,"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",Tristram Shapeero,"Joel McHale, Lauren Graham, Clark Duke, Oliver Platt, ","8,003",Movie
A Christmas Horror Story,Not Rated,99.0,5.8,"Fantasy, Horror, Mystery",2015.0,"Interwoven stories that take place on Christmas Eve, as told by one festive radio host: A family brings home more than a Christmas tree, a student documentary becomes a living nightmare, a Christmas spirit terrorizes, Santa slays evil.",Grant Harvey,"Steven Hoban, Brett Sullivan, William Shatner, George Buza, Rob Archer, Zoé De Grand Maison, ","12,080",Movie
"Next Stop, Christmas",TV-G,84.0,7.0,"Comedy, Drama, Fantasy",2021.0,Angie is determined to spend Christmas alone but her usual commuter ride turns into a Christmas train that drops her off in her home town in 2011.,Dustin Rikert,"Lyndsy Fonseca, Chandler Massey, Erika Slezak, Eric Freeman, ","2,701",Movie
Little Women,PG,115.0,7.3,"Drama, Family, Romance",1994.0,The March sisters live and grow in post-Civil War America.,Gillian Armstrong,"Susan Sarandon, Winona Ryder, Kirsten Dunst, Claire Danes, ","62,422",Movie
A Merry Christmas Wish,Not Rated,86.0,5.9,"Comedy, Family, Romance",2022.0,"Janie returns to her hometown of Woodland Falls when her great-uncle passes away, and she discovers that he has surprised her with a special gift: the family homestead, her childhood home.",Bradley Walsh,"Jill Wagner, Cameron Mathison, Neil Whitely, Deanna Jarvis, ","1,386",Movie
Holiday Road,Not Rated,84.0,7.2,"Drama, Romance",2023.0,"Nine strangers, stranded at an airport during the holidays, unite for a Christmas road trip to Denver. Misadventures lead to unexpected bonds and heartfelt conversations.",Martin Wood,"Sara Canning, Warren Christie, Princess Davis, Kiefer O'Reilly, ",992,Movie
A Christmas Prince,TV-PG,92.0,5.8,"Comedy, Family, Romance",2017.0,"When a reporter goes undercover as a tutor to get the inside scoop on a playboy prince, she gets tangled in some royal intrigue and ends up finding love - but will she be able to keep up her lie?",Alex Zamm,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, ","21,511",Movie
A Not So Royal Christmas,Not Rated,84.0,6.1,Romance,2023.0,"Tabloid journalist Charlotte attempts to land an interview with a reclusive Count. In response, the royal family has a groundskeeper pose as the Count since the real one fled years ago.",Jonathan Wright,"Brooke D'Orsay, Will Kemp, Taylor Love, Michael Hough, ",592,Movie
Prancer,G,103.0,6.4,"Drama, Family, Fantasy",1989.0,"A farm girl nurses a wounded reindeer she believes is one of Santa's, hoping to bring it back to health in time for Christmas. Her holiday spirit inspires those around her, something her disheartened father is having trouble understanding.",John D. Hancock,"Sam Elliott, Cloris Leachman, Rutanya Alda, Abe Vigoda, ","6,185",Movie
Jingle Smells,Not Rated,No data,3.8,"Comedy, Family, Fantasy",2023.0,"War vet Nick Gutman is forced to take a job with his dad's quirky garbage men buddies. When tasked to destroy canceled toys before Christmas - Nick takes on the secret identity ""Jingle Smells"" and becomes a Robin Hood of the Holidays.",Daniel Lusko,"John Schneider, Eric Roberts, Ben Davies, Brad Stine, ",201,Movie
Christmas Island,TV-G,84.0,6.7,Romance,2023.0,"When a snowstorm diverts Kate's first private flight en route to Switzerland to Christmas Island, she must team up with an air traffic controller to secure her dream job as the family's pilot.",David Weaver,"Andrew W. Walker, Rachel Skarsten, Kate Drummond, Jefferson Brown, ","1,123",Movie
My Christmas Hero,TV-PG,84.0,6.7,"Drama, Family, Romance",2023.0,"Nicole is dedicated to helping military service members and their families, this Christmas with the help of many heroes she will be on a mission to honor a fallen soldier and bring much needed healing to this family.",Martin Wood,"Teryl Rothery, Candace Cameron Bure, Gabriel Hogan, Robin Dunne, ",432,Movie
Christmas in Scotland,Not Rated,86.0,5.2,Romance,2023.0,"On a trip to Scotland, an installation designer finds herself helping a small community create a festive light display, despite the interventions of a wealthy heir. Forced to work together, they unite to bring seasonal magic to light.",David Lumsden,"Jill Winternitz, Dominic Watters, Toby Rolt, Jane MacFarlane, ",276,Movie
The Nutcracker,G,92.0,5.8,"Family, Fantasy, Music",1993.0,"On Christmas Eve, a little girl named Marie falls asleep after a party at her house and dreams of a fantastic world where toys become larger than life.",Emile Ardolino,"Darci Kistler, Damian Woetzel, Kyra Nichols, Wendy Whelan, ","2,357",Movie
12 Dates of Christmas,PG,90.0,6.3,"Comedy, Family, Fantasy",2011.0,"A story that follows Kate, a young woman who after a horrible blind date on Christmas Eve, wakes up to find she is re-living that same day and date all over again.",James Hayman,"Laura Miyata, Vijay Mehta, Amy Smart, Audrey Dwyer, ","8,054",Movie
Time for Him to Come Home for Christmas,TV-G,84.0,7.5,"Drama, Romance",2022.0,"Four days before Christmas, Elizabeth Athens receives a voicemail from a unknown number she doesn't recognize. In the message, a man's voice, whom she doesn't know, makes one final plea to the love of his life for a second chance.",David Winning,"Holland Roden, Tyler Hynes, Steve Bacic, Dion Karas, ","1,846",Movie
The Ref,R,97.0,6.9,"Comedy, Crime, Drama",1994.0,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",Ted Demme,"Denis Leary, Judy Davis, Kevin Spacey, Robert J. Steinmiller Jr., ","26,135",Movie
Haul out the Holly,TV-G,84.0,6.1,"Comedy, Drama, Fantasy",2022.0,"Emily arrives home hoping to visit her parents, only to find that they are going on a trip of their own. While she stays at her house for the holidays, her HOA is determined to get Emily involved in the neighborhood Christmas festivities.",Maclain Nelson,"Lacey Chabert, Wes Brown, Stephen Tobolowsky, Melissa Peterman, ","2,357",Movie
A Brush with Christmas,TV-PG,83.0,5.5,"Comedy, Drama, Romance",2022.0,"Charlotte captures the local art scene while also helping her mother run the family restaurant. Charlotte throws out her painting to the Christmas art festival. Wyatt, seeing her discarded work, tries to find the mysterious artist who stole his heart.",Robin Dunne,"Jillian Murray, Joseph Cannata, Jan Skene, Farrah Aviva, ","1,170",Movie
This Christmas,PG-13,117.0,6.3,"Comedy, Drama, Romance",2007.0,A Christmastime drama centered around the Whitfield family's first holiday together in four years.,Preston A. Whitmore II,"Regina King, Columbus Short, Delroy Lindo, Idris Elba, ","10,259",Movie
The Princess Switch,TV-PG,101.0,6.1,"Comedy, Drama, Family",2018.0,"Competing in a Christmas baking competition in Belgravia, a Chicago baker bumps into the prince's fiancée--who looks just like her. They switch lives for two days.",Mike Rohl,"Vanessa Hudgens, Sam Palladio, Nick Sagar, Alexa Adeosun, ","30,806",Movie
A California Christmas,PG-13,106.0,5.8,"Comedy, Drama, Romance",2020.0,"With his carefree lifestyle on the line, a wealthy charmer poses as a ranch hand to get a hardworking farmer to sell her family's land before Christmas.",Shaun Paul Piccinino,"Lauren Swickard, Josh Swickard, Ali Afshar, David Del Rio, ","11,145",Movie
An Unexpected Christmas,TV-G,83.0,6.9,Romance,2021.0,Emily works at an ad agency and is sent to her ex's hometown before Christmas. She arrives at the train station as her ex is picked up by his family. They mistakenly think Emily's still an item.,Michael Robison,"Tyler Hynes, Bethany Joy Lenz, Alison Wandzura, Lynda Boyd, ","2,657",Movie
The Nativity Story,PG,101.0,6.8,"Adventure, Drama, Family",2006.0,A drama that focuses on the period in Mary and Joseph's life where they journeyed to Bethlehem for the birth of Jesus.,Catherine Hardwicke,"Keisha Castle-Hughes, Shohreh Aghdashloo, Oscar Isaac, Hiam Abbass, ","12,172",Movie
The Christmas Card,Not Rated,84.0,6.9,"Drama, Romance",2006.0,US soldier visits the town from where an inspirational Christmas card was sent to him by a church group that mails cards out to servicemen as a goodwill effort.,Stephen Bridgewater,"Edward Asner, John Newton, Alice Evans, Lois Nettleton, ","4,447",Movie
Christmas with a View,TV-PG,91.0,5.2,"Drama, Romance",2018.0,Secret aspirations between a failed restaurateur and a celebrity chef threaten their blossoming Christmas romance.,Justin G. Dyck,"Kaitlyn Leeb, Scott Cavalheiro, Mark Ghanimé, Kristen Kurnik, ","5,393",Movie
A Very Harold & Kumar Christmas,R,90.0,6.2,"Adventure, Comedy",2011.0,"Six years after their Guantanamo Bay adventure, stoner buds Harold Lee and Kumar Patel cause a holiday fracas by inadvertently burning down Harold's father-in-law's prize Christmas tree.",Todd Strauss-Schulson,"Kal Penn, John Cho, Neil Patrick Harris, Patton Oswalt, ","72,114",Movie
I Believe in Santa,PG,89.0,4.5,"Comedy, Romance",2022.0,"Love is a gift. But when you find out the man you've fallen for still believes in Santa, do you accept it - or send it back?",Alex Ranarivelo,"Christina Moore, John Ducey, Violet McGraw, Sachin Bhatt, ","3,990",Movie
Catch Me If You Claus,TV-G,84.0,6.6,Romance,2023.0,"On the verge of her big break, aspiring news anchor Avery Quinn catches a home intruder wearing a red suit claiming to be Santa's son, Chris.",Bradley Walsh,"Italia Ricci, Luke Macfarlane, Katerina Maria, Michael Barbuto, ",931,Movie
Instant Family,PG-13,118.0,7.3,"Comedy, Drama",2018.0,A couple find themselves in over their heads when they foster three children.,Sean Anders,"Mark Wahlberg, Rose Byrne, Isabela Merced, Gustavo Escobar, ","116,777",Movie
All I Want for Christmas,G,92.0,5.9,"Comedy, Family, Romance",1991.0,A brother and sister attempt to bring their divorced parents back together for Christmas.,Robert Lieberman,"Harley Jane Kozak, Jamey Sheridan, Ethan Embry, Kevin Nealon, ","5,496",Movie
Christmas on Windmill Way,Not Rated,No data,5.9,Unidentified,2023.0,"Mia Miejer expect that her Mimi, Ann will win the Christmas Market Fest Dutch Bake-Off competition with her award-winning Kerststol, but her Mimi has difficult news to share.",Don McBrearty,"Chad Michael Murray, Christa Taylor Brown, Marcia Bennett, Erin Agostino, ",289,Movie
Holiday Hotline,TV-G,No data,6.9,Romance,2023.0,"After leaving London, Abby connects with an anonymous caller while working at a cooking hotline. The caller is single dad ""John"" who Abby unknowingly has become smitten with in real life",Mark Jean,"Emily Tennant, Niall Matter, Myla Volk, Michael Strickland, ",956,Movie
Christmas Wedding Planner,PG,86.0,4.4,Romance,2017.0,"While planning her cousin's lavish wedding, Kelsey Wilson's world is turned upside down when Private Investigator Connor McClean shows up. Connor, hired by a unnamed source, disrupts the upcoming nuptials but manages to win Kelsey's heart.",Justin G. Dyck,"Jocelyn Hudon, Stephen Huszar, Kelly Rutherford, Rebecca Dalton, ","6,787",Movie
A Timeless Christmas,TV-G,84.0,7.0,"Comedy, Fantasy, Romance",2020.0,Charles Whitley travels from 1903 to 2020 where he meets Megan Turner and experiences a 21st Century Christmas.,Ron Oliver,"Erin Cahill, Ryan Paevey, Brandi Alexander, Zahf Paroo, ","3,292",Movie
Tokyo Godfathers,PG-13,92.0,7.8,"Animation, Adventure, Comedy",2003.0,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents.",Satoshi Kon,"Tôru Emori, Yoshiaki Umegaki, Aya Okamoto, Shôzô Îzuka, ","45,091",Movie
Navigating Christmas,Not Rated,84.0,6.5,"Comedy, Drama, Romance",2023.0,"Recently divorced Melanie and her son Jason visit a remote island for Christmas, only to find themselves running a real working lighthouse where she connects with the curt but cute owner.",Peter Benson,"Chelsea Hobbs, Stephen Huszar, Everett Andres, Tanja Dixon-Warren, ",748,Movie
The Christmas Classic,Not Rated,86.0,5.0,"Comedy, Romance",2023.0,"Elizabeth works for the father of her fiancé's real estate business. In order to keep Elizabeth employed, her soon-to-be father-in-law sends her back to her hometown to persuade an ex-boyfriend to sell his ski resort to the company.",Shane Dax Taylor,"Malin Akerman, Carlos Alazraqui, Will Blagrove, Wes Hager, ",162,Movie
The Apartment,Approved,125.0,8.3,"Comedy, Drama, Romance",1960.0,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, ","192,532",Movie
A Season for Family,TV-G,90.0,7.0,Romance,2023.0,"Maddy's adopted son Wesley has just one Christmas wish - to meet his brother Cody, who was adopted into a different family. Cody's father Paul is a widower who is not ready to have this conversation with his son.",Kevin Fair,"Brendan Penny, Stacey Farber, Benjamin Jacobson, Azriel Dalman, ",620,Movie
A Princess for Christmas,TV-G,91.0,6.3,"Comedy, Drama, Family",2011.0,"At the invitation of an estranged relative, a young woman travels with her niece and nephew to a castle in Europe for Christmas, where she unwittingly falls for a dashing Prince.",Michael Damian,"Katie McGrath, Roger Moore, Sam Heughan, Travis Turner, ","9,035",Movie
One Magic Christmas,G,89.0,6.4,"Family, Fantasy",1985.0,"An angel must show a mother the true meaning of Christmas. It's not just presents and materialistic things, but the people she cares about.",Phillip Borsos,"Mary Steenburgen, Gary Basaraba, Harry Dean Stanton, Arthur Hill, ","4,320",Movie
Almost Christmas,PG-13,111.0,6.1,"Comedy, Drama, Romance",2016.0,A dysfunctional family gathers together for their first Christmas since their mom died.,David E. Talbert,"Kimberly Elise, Omar Epps, Danny Glover, Mo'Nique, ","7,664",Movie
Christmas Inheritance,TV-PG,104.0,5.7,"Comedy, Drama, Romance",2017.0,"To be the CEO, an heiress is challenged by her dad to deliver a Christmas letter in person to his ex-partner in their hometown - traveling by bus, incognito and with only $100. Will she learn something from the people there?",Ernie Barbarash,"Eliza Taylor, Jake Lacy, Andie MacDowell, Neil Crone, ","13,126",Movie
Noel,PG,96.0,6.1,Drama,2004.0,"Five New Yorkers come together on Christmas Eve, seeking a miracle.",Chazz Palminteri,"Susan Sarandon, Penélope Cruz, Paul Walker, Alan Arkin, ","10,473",Movie
The Snowman,G,26.0,8.2,"Animation, Adventure, Family",1982.0,"On Christmas Eve, a young boy builds a snowman that comes to life and takes him to the North Pole to meet Father Christmas.",Jimmy T. Murakami,"Dianne Jackson, David Bowie, Raymond Briggs, Mel Smith, ","16,254",Movie
Babes in Toyland,Approved,106.0,6.1,"Comedy, Family, Fantasy",1961.0,"Mary Contrary is set to marry Tom Piper when he is kidnapped by Roderigo and Gonzorgo, two goons working for the evil Barnaby who wants to marry Mary for her inheritance.",Jack Donohue,"Ray Bolger, Tommy Sands, Annette Funicello, Ed Wynn, ","4,697",Movie
Mickey's Christmas Carol,G,26.0,8.0,"Animation, Short, Comedy",1983.0,The classic Disney animated characters play the roles in this animated retelling of the Charles Dickens masterpiece.,Burny Mattinson,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan, ","14,813",Movie
